xg_gosp,xg_gosc,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,wielkie_szanse_gosp,wielkie_szanse_gosc,rozne_gosp,rozne_gosc,podania_gosp,podania_gosc,zk_gosp,zk_gosc,czk_gosp,czk_gosc,xgot_gosp,xgot_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc,strzaly_pk_gosp,strzaly_pk_gosc,strzaly_spoza_pk_gosp,strzaly_spoza_pk_gosc,kontakty_pk_gosp,kontakty_pk_gosc,spalone_gosp,spalone_gosc,rzuty_wolne_gosp,rzuty_wolne_gosc,dlugie_podania_gosp,dlugie_podania_gosc,dosrodkowania_gosp,dosrodkowania_gosc,xa_gosp,xa_gosc,faule_gosp,faule_gosc,odbiory_gosp,odbiory_gosc,pojedynki_gosp,pojedynki_gosc,wybicia_gosp,wybicia_gosc,przechwyty_gosp,przechwyty_gosc,bledy_strzal_gosp,bledy_strzal_gosc,bledy_gol_gosp,bledy_gol_gosc,obrony_bramkarza_gosp,obrony_bramkarza_gosc,xgot_przeciw_gosp,xgot_przeciw_gosc,zapobiegniecia_gosp,zapobiegniecia_gosc,data_meczu_flash,kolejka_flash,url,flash_id,gosp_nazwa,gosc_nazwa
2.14,1.59,75,25,23,13,6,6,,,13,3,548.0,145.0,1,2,0,0,,,7,6,10.0,1.0,,,,,,,1.0,0.0,13.0,5.0,,,,,,,4,12,,,,,,,,,0,0,0,0,2,4,,,0.0,0.0,2024-08-17,5,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=Yuyf2kzn,Yuyf2kzn,JAG 2-4 CRA | Jagiellonia Białystok,Cracovia
0.64,0.37,50,50,16,11,1,3,,,1,3,364.0,340.0,3,2,0,0,,,11,7,4.0,1.0,,,,,,,4.0,2.0,12.0,22.0,,,,,,,16,9,,,,,,,,,0,0,0,0,3,1,,,0.0,0.0,2024-08-16,5,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=M17yp8KH,M17yp8KH,KAT 0-0 MOT | GKS Katowice,Motor Lublin
1.58,1.09,41,60,13,22,6,4,,,3,6,256.0,390.0,2,1,0,0,,,6,11,1.0,7.0,,,,,,,2.0,0.0,9.0,13.0,,,,,,,11,8,,,,,,,,,0,0,0,0,3,2,,,0.0,0.0,2024-08-16,5,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/puszcza-dtqx13O8/szczegoly/statystyki/?mid=EXPrvwld,EXPrvwld,PUS 4-1 GDA | Puszcza Niepołomice,Lechia Gdańsk
1.22,0.91,53,47,17,6,4,4,,,5,1,355.0,320.0,1,1,0,0,,,8,1,5.0,1.0,,,,,,,1.0,3.0,19.0,15.0,,,,,,,13,14,,,,,,,,,0,0,0,0,2,2,,,0.0,0.0,2024-08-12,4,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=ba8mkru0,ba8mkru0,PIA 2-2 KAT | Piast Gliwice,GKS Katowice
0.21,1.37,51,49,6,17,1,3,,,7,8,343.0,321.0,0,1,1,0,,,2,8,3.0,6.0,,,,,,,2.0,2.0,11.0,6.0,,,,,,,4,8,,,,,,,,,0,0,0,0,3,1,,,0.0,0.0,2024-08-11,4,https://www.flashscore.pl/mecz/pilka-nozna/slask-wroclaw-E1Oxemse/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=G44ToUk5,G44ToUk5,WID 0-0 SLA | Widzew Łódź,Śląsk Wrocław
2.4,0.8,44,57,14,11,5,4,,,3,8,216.0,299.0,2,1,0,0,,,7,2,2.0,5.0,,,,,,,,,10.0,10.0,,,,,,,10,11,,,,,,,,,0,0,0,0,2,3,,,0.0,0.0,2024-08-11,4,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/puszcza-dtqx13O8/szczegoly/statystyki/?mid=6Vf4o0vP,6Vf4o0vP,PUS 2-2 LEG | Puszcza Niepołomice,Legia Warszawa
2.12,0.98,45,55,8,18,4,4,,,3,7,304.0,379.0,2,1,0,0,,,3,11,1.0,3.0,,,,,,,2.0,0.0,10.0,15.0,,,,,,,12,9,,,,,,,,,0,0,0,0,3,3,,,0.0,0.0,2024-08-11,4,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=WlO8dQnQ,WlO8dQnQ,GDA 1-1 ZAG | Lechia Gdańsk,Zagłębie Lubin
1.26,0.37,66,34,15,10,5,6,,,5,3,531.0,234.0,1,4,0,0,,,6,2,4.0,2.0,,,,,,,2.0,4.0,19.0,11.0,,,,,,,8,12,,,,,,,,,0,0,0,0,6,4,,,0.0,0.0,2024-08-10,4,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=KEddmM9C,KEddmM9C,POG 1-0 STA | Pogoń Szczecin,Stal Mielec
1.2,0.84,60,40,14,11,4,3,,,10,7,307.0,201.0,3,4,0,0,,,6,8,4.0,0.0,,,,,,,0.0,0.0,26.0,18.0,,,,,,,15,25,,,,,,,,,0,0,0,0,1,4,,,0.0,0.0,2024-08-10,4,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=veyNYMfJ,veyNYMfJ,KOR 0-2 CRA | Korona Kielce,Cracovia
0.69,0.13,39,61,13,7,5,0,,,0,2,234.0,419.0,2,1,0,0,,,5,6,3.0,1.0,,,,,,,1.0,1.0,7.0,19.0,,,,,,,18,6,,,,,,,,,0,0,0,0,0,5,,,0.0,0.0,2024-08-09,4,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=KxBKmjLh,KxBKmjLh,RAK 0-0 LEC | Raków Częstochowa,Lech Poznań
0.86,0.59,33,67,10,8,5,2,,,3,2,263.0,587.0,0,2,0,0,,,4,4,1.0,2.0,,,,,,,0.0,0.0,15.0,14.0,,,,,,,14,13,,,,,,,,,0,0,0,0,0,4,,,0.0,0.0,2024-08-09,4,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=nPCCkCjt,nPCCkCjt,RAD 1-2 GOR | Radomiak Radom,Górnik Zabrze
1.02,1.54,48,52,8,9,3,5,,,2,0,294.0,346.0,2,5,0,0,,,4,2,1.0,2.0,,,,,,,1.0,1.0,15.0,19.0,,,,,,,17,13,,,,,,,,,0,0,0,0,2,2,,,0.0,0.0,2024-08-05,3,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=OpYkpdc3,OpYkpdc3,CRA 1-3 WID | Cracovia,Widzew Łódź
0.57,1.13,53,47,7,8,3,2,,,7,3,471.0,429.0,2,4,0,0,,,4,6,,,,,,,,,1.0,3.0,12.0,9.0,,,,,,,10,7,,,,,,,,,0,0,0,0,0,2,,,0.0,0.0,2024-08-04,3,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=U5ybvRQs,U5ybvRQs,LEG 1-2 PIA | Legia Warszawa,Piast Gliwice
1.43,0.81,47,53,16,14,5,5,,,7,6,306.0,351.0,2,2,0,0,,,11,9,,,,,,,,,6.0,0.0,13.0,15.0,,,,,,,8,13,,,,,,,,,0,0,0,0,4,4,,,0.0,0.0,2024-08-04,3,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=jLP6x5ef,jLP6x5ef,MOT 1-1 KOR | Motor Lublin,Korona Kielce
1.94,0.53,57,43,19,10,6,3,,,9,3,,,1,2,0,0,,,13,7,0.0,0.0,,,,,,,2.0,0.0,12.0,14.0,,,,,,,10,11,,,,,,,,,0,0,0,0,2,3,,,0.0,0.0,2024-08-03,3,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=bNpSqm3K,bNpSqm3K,LEC 3-1 GDA | Lech Poznań,Lechia Gdańsk
2.29,0.03,54,46,13,3,4,0,,,5,2,448.0,354.0,3,1,0,0,,,9,3,,,,,,,,,1.0,1.0,16.0,13.0,,,,,,,10,17,,,,,,,,,0,0,0,0,0,2,,,0.0,0.0,2024-08-03,3,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=nRsuO5t1,nRsuO5t1,JAG 2-0 STA | Jagiellonia Białystok,Stal Mielec
0.72,0.41,59,41,18,8,4,2,,,11,1,410.0,255.0,0,2,0,0,,,14,6,,,,,,,,,1.0,0.0,15.0,14.0,,,,,,,13,12,,,,,,,,,0,0,0,0,1,4,,,0.0,0.0,2024-08-03,3,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=p0MbrzSF,p0MbrzSF,KAT 0-1 RAK | GKS Katowice,Raków Częstochowa
1.17,0.37,49,51,19,5,6,2,,,4,3,479.0,484.0,0,0,0,0,,,13,3,,,,,,,,,2.0,2.0,9.0,12.0,,,,,,,10,8,,,,,,,,,0,0,0,0,2,5,,,0.0,0.0,2024-08-02,3,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=jalWPRBl,jalWPRBl,GOR 1-0 POG | Górnik Zabrze,Pogoń Szczecin
1.41,0.83,60,40,19,9,5,1,,,7,5,434.0,234.0,3,2,0,0,,,14,8,,,,,,,,,0.0,3.0,15.0,9.0,,,,,,,8,11,,,,,,,,,0,0,0,0,1,4,,,0.0,0.0,2024-08-02,3,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=KvtmMqBD,KvtmMqBD,ZAG 1-0 PUS | Zagłębie Lubin,Puszcza Niepołomice
0.82,0.14,63,37,18,3,7,2,,,7,3,399.0,239.0,2,2,0,0,,,11,1,,,,,,,,,1.0,0.0,11.0,10.0,,,,,,,9,11,,,,,,,,,0,0,0,0,1,7,,,0.0,0.0,2024-07-29,2,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=691PTzDM,691PTzDM,RAK 0-1 CRA | Raków Częstochowa,Cracovia
0.69,2.46,45,55,7,10,0,2,,,2,1,274.0,361.0,2,3,0,0,,,7,8,,,,,,,,,3.0,0.0,26.0,20.0,,,,,,,13,22,,,,,,,,,0,0,0,0,1,0,,,0.0,0.0,2024-07-28,2,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=U9XsHcTG,U9XsHcTG,KOR 0-1 LEG | Korona Kielce,Legia Warszawa
1.83,0.63,50,50,11,8,4,2,,,1,4,336.0,315.0,3,2,0,0,,,7,6,,,,,,,,,0.0,0.0,15.0,10.0,,,,,,,10,15,,,,,,,,,0,0,0,0,2,2,,,0.0,0.0,2024-07-28,2,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=dKHM9FLj,dKHM9FLj,PIA 2-0 SLA | Piast Gliwice,Śląsk Wrocław
1.56,2.66,28,72,7,21,2,6,,,2,8,218.0,691.0,0,2,0,0,,,5,15,,,,,,,,,2.0,1.0,10.0,12.0,,,,,,,10,10,,,,,,,,,0,0,0,0,4,0,,,0.0,0.0,2024-07-28,2,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=ddZZIJb4,ddZZIJb4,ZAG 2-2 POG | Zagłębie Lubin,Pogoń Szczecin
1.46,1.27,35,65,10,17,4,8,,,3,4,239.0,529.0,2,2,0,0,,,6,9,,,,,,,,,1.0,3.0,21.0,12.0,,,,,,,9,15,,,,,,,,,0,0,0,0,7,2,,,0.0,0.0,2024-07-27,2,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=b7t4Mh5d,b7t4Mh5d,WID 2-1 LEC | Widzew Łódź,Lech Poznań
1.97,0.96,48,52,26,10,6,4,,,11,2,308.0,341.0,0,1,0,0,,,20,6,,,,,,,,,1.0,1.0,11.0,7.0,,,,,,,6,11,,,,,,,,,0,0,0,0,1,4,,,0.0,0.0,2024-07-27,2,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=As8GVdrA,As8GVdrA,RAD 2-3 JAG | Radomiak Radom,Jagiellonia Białystok
0.73,1.25,63,37,15,9,3,2,,,4,2,469.0,235.0,0,0,0,0,,,12,7,,,,,,,,,0.0,3.0,18.0,16.0,,,,,,,15,12,,,,,,,,,0,0,0,0,1,3,,,0.0,0.0,2024-07-27,2,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=2umeOEzp,2umeOEzp,STA 0-1 KAT | Stal Mielec,GKS Katowice
0.35,1.51,57,43,7,10,1,6,,,3,2,481.0,361.0,2,2,0,0,,,6,4,,,,,,,,,1.0,0.0,12.0,16.0,,,,,,,13,11,,,,,,,,,0,0,0,0,4,1,,,0.0,0.0,2024-07-26,2,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=QyRjFybT,QyRjFybT,GDA 0-2 MOT | Lechia Gdańsk,Motor Lublin
0.76,0.84,40,60,7,13,3,8,,,4,2,299.0,454.0,1,2,0,0,,,4,5,,,,,,,,,1.0,0.0,9.0,11.0,,,,,,,10,8,,,,,,,,,0,0,0,0,6,1,,,0.0,0.0,2024-07-26,2,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/puszcza-dtqx13O8/szczegoly/statystyki/?mid=xGf9XIDc,xGf9XIDc,PUS 2-2 GOR | Puszcza Niepołomice,Górnik Zabrze
0.89,1.03,48,52,9,12,4,4,,,1,1,321.0,377.0,2,2,0,1,,,5,8,,,,,,,,,0.0,6.0,20.0,15.0,,,,,,,13,12,,,,,,,,,0,0,0,0,3,3,,,0.0,0.0,2024-07-22,1,https://www.flashscore.pl/mecz/pilka-nozna/stal-mielec-pxXiDZkQ/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=zilucxxo,zilucxxo,STA 1-1 WID | Stal Mielec,Widzew Łódź
0.47,1.34,50,50,10,16,2,7,,,4,8,292.0,316.0,1,3,0,0,,,8,9,,,,,,,,,0.0,1.0,18.0,9.0,,,,,,,7,21,,,,,,,,,0,0,0,0,5,2,,,0.0,0.0,2024-07-21,1,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=rg904KqB,rg904KqB,MOT 0-2 RAK | Motor Lublin,Raków Częstochowa
2.26,0.34,49,51,17,6,5,3,,,4,2,397.0,424.0,1,2,0,0,,,12,3,,,,,,,,,1.0,2.0,8.0,15.0,,,,,,,15,7,,,,,,,,,0,0,0,0,3,3,,,0.0,0.0,2024-07-21,1,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=jwei82pn,jwei82pn,LEC 2-0 GOR | Lech Poznań,Górnik Zabrze
1.11,1.23,52,48,4,25,1,5,,,0,6,367.0,323.0,3,1,0,0,,,3,20,,,,,,,,,0.0,2.0,13.0,12.0,,,,,,,14,12,,,,,,,,,0,0,0,0,4,0,,,0.0,0.0,2024-07-21,1,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=rXXPis05,rXXPis05,CRA 1-1 PIA | Cracovia,Piast Gliwice
1.28,0.19,56,44,19,6,4,1,,,3,1,368.0,277.0,1,0,0,1,,,15,5,,,,,,,,,1.0,0.0,12.0,13.0,,,,,,,12,12,,,,,,,,,0,0,0,0,1,2,,,0.0,0.0,2024-07-20,1,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=Ojga6tFb,Ojga6tFb,LEG 2-0 ZAG | Legia Warszawa,Zagłębie Lubin
2.32,0.47,51,49,17,12,6,2,,,5,5,336.0,304.0,1,3,0,0,,,11,10,,,,,,,,,1.0,1.0,16.0,13.0,,,,,,,13,14,,,,,,,,,0,0,0,0,2,3,,,0.0,0.0,2024-07-20,1,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=jJC82bEN,jJC82bEN,POG 3-0 KOR | Pogoń Szczecin,Korona Kielce
1.9,1.3,52,48,18,14,7,3,,,5,3,314.0,281.0,1,5,0,0,,,11,11,,,,,,,,,1.0,0.0,16.0,8.0,,,,,,,7,16,,,,,,,,,0,0,0,0,1,6,,,0.0,0.0,2024-07-20,1,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=4nMYkLUH,4nMYkLUH,KAT 1-2 RAD | GKS Katowice,Radomiak Radom
2.11,0.18,60,40,19,3,5,2,,,12,1,410.0,253.0,3,1,0,0,,,14,1,,,,,,,,,1.0,2.0,8.0,13.0,,,,,,,12,6,,,,,,,,,0,0,0,0,1,4,,,0.0,0.0,2024-07-19,1,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=2ctRKuUi,2ctRKuUi,SLA 1-1 GDA | Śląsk Wrocław,Lechia Gdańsk
2.69,0.89,69,32,20,9,7,2,,,6,0,466.0,185.0,3,3,0,0,,,13,7,,,,,,,,,1.0,4.0,27.0,6.0,,,,,,,9,24,,,,,,,,,0,0,0,0,2,5,,,0.0,0.0,2024-07-19,1,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/puszcza-dtqx13O8/szczegoly/statystyki/?mid=CCPtlaaU,CCPtlaaU,JAG 2-0 PUS | Jagiellonia Białystok,Puszcza Niepołomice
