xg_gosp,xg_gosc,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,wielkie_szanse_gosp,wielkie_szanse_gosc,rozne_gosp,rozne_gosc,zk_gosp,zk_gosc,xgot_gosp,xgot_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc,strzaly_pk_gosp,strzaly_pk_gosc,strzaly_spoza_pk_gosp,strzaly_spoza_pk_gosc,kontakty_pk_gosp,kontakty_pk_gosc,spalone_gosp,spalone_gosc,rzuty_wolne_gosp,rzuty_wolne_gosc,xa_gosp,xa_gosc,faule_gosp,faule_gosc,pojedynki_gosp,pojedynki_gosc,wybicia_gosp,wybicia_gosc,przechwyty_gosp,przechwyty_gosc,bledy_strzal_gosp,bledy_strzal_gosc,bledy_gol_gosp,bledy_gol_gosc,obrony_bramkarza_gosp,obrony_bramkarza_gosc,xgot_przeciw_gosp,xgot_przeciw_gosc,zapobiegniecia_gosp,zapobiegniecia_gosc,czk_gosc,czk_gosp,data_meczu_flash,kolejka_flash,url,flash_id,podania_sk_gosp,podania_wszy_gosp,podania_sk_gosc,podania_wszy_gosc,dl_pod_sk_gosp,dl_pod_wszy_gosp,dl_pod_sk_gosc,dl_pod_wszy_gosc,pod_strefa_sk_gosp,pod_strefa_wszy_gosp,pod_strefa_sk_gosc,pod_strefa_wszy_gosc,dosrod_sk_gosp,dosrod_wszy_gosp,dosrod_sk_gosc,dosrod_wszy_gosc,odbiory_sk_gosp,odbiory_wszy_gosp,odbiory_sk_gosc,odbiory_wszy_gosc,gospodarz,gosc
2.55,2.06,48.0,52.0,18.0,19.0,6.0,6.0,6.0,2.0,2.0,4.0,2,2,3.14,2.2,6.0,6.0,6.0,7.0,14.0,12.0,4.0,7.0,29.0,26.0,1.0,4.0,15.0,13.0,1.17,1.51,13.0,15.0,51.0,57.0,28.0,20.0,9.0,5.0,1,0,0,1,4.0,3.0,2.2,3.14,0.2,0.14,0,0,2025-10-17,12.0,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=f9GZXDLb,f9GZXDLb,254,326,281,347,22,53,23,42,39.0,68.0,68.0,110.0,4.0,10.0,5.0,22.0,6,13,7,13,RAD,WID
1.6,2.41,51.0,49.0,18.0,15.0,6.0,4.0,2.0,5.0,10.0,2.0,2,3,1.5,3.08,1.0,4.0,11.0,7.0,12.0,9.0,6.0,6.0,29.0,32.0,0.0,2.0,14.0,10.0,1.22,1.71,10.0,14.0,41.0,62.0,23.0,47.0,9.0,12.0,0,0,0,0,0.0,2.0,3.08,1.5,-0.92,-0.5,0,1,2025-10-17,12.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=GfTZ2gMO,GfTZ2gMO,314,387,326,400,14,40,22,51,78.0,110.0,99.0,135.0,7.0,38.0,2.0,9.0,9,13,9,21,GKS,MOT
1.04,1.28,39.0,61.0,9.0,16.0,6.0,3.0,3.0,1.0,0.0,6.0,1,1,2.8,0.18,3.0,6.0,0.0,7.0,6.0,9.0,3.0,7.0,10.0,31.0,2.0,0.0,10.0,10.0,0.39,0.96,10.0,10.0,45.0,51.0,38.0,14.0,8.0,13.0,1,0,0,0,1.0,3.0,0.18,2.8,-0.82,-0.2,0,0,2025-10-05,11.0,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=Sbtqfbwf,Sbtqfbwf,266,328,416,490,26,52,26,44,54.0,72.0,112.0,156.0,2.0,6.0,6.0,30.0,11,20,7,15,GOR,LEG
1.11,1.13,43.0,57.0,14.0,11.0,5.0,3.0,1.0,2.0,6.0,2.0,1,3,1.09,0.97,6.0,4.0,3.0,4.0,8.0,7.0,6.0,4.0,21.0,17.0,4.0,0.0,17.0,15.0,0.6,0.59,15.0,17.0,48.0,50.0,20.0,30.0,12.0,5.0,0,0,0,0,1.0,4.0,0.97,1.09,-0.03,1.09,0,0,2025-10-05,11.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=zNxuEJUP,zNxuEJUP,309,379,434,521,22,47,27,52,62.0,108.0,88.0,116.0,8.0,23.0,2.0,11.0,9,16,11,15,GKS,LPO
3.02,0.47,54.0,46.0,22.0,5.0,8.0,2.0,6.0,0.0,4.0,5.0,1,3,2.31,0.84,10.0,3.0,4.0,0.0,15.0,4.0,7.0,1.0,33.0,17.0,2.0,2.0,15.0,12.0,1.86,0.59,12.0,15.0,52.0,51.0,19.0,18.0,11.0,11.0,0,2,0,0,2.0,6.0,0.84,2.31,0.84,0.31,0,1,2025-10-05,11.0,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=65TA8chm,65TA8chm,431,503,347,421,30,52,18,33,140.0,179.0,63.0,93.0,5.0,16.0,2.0,19.0,6,15,11,23,MOT,RCZ
1.91,0.92,69.0,31.0,18.0,14.0,7.0,3.0,3.0,2.0,7.0,7.0,1,1,2.32,0.56,7.0,6.0,4.0,5.0,11.0,11.0,7.0,3.0,26.0,21.0,1.0,4.0,10.0,9.0,1.29,0.72,9.0,10.0,47.0,39.0,17.0,29.0,11.0,14.0,1,0,0,0,2.0,4.0,0.56,2.32,-0.44,-0.68,0,0,2025-10-05,11.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=SKHJ6yNa,SKHJ6yNa,547,627,206,273,10,24,16,37,137.0,177.0,36.0,64.0,5.0,20.0,7.0,15.0,10,16,4,15,JAG,KOR
1.11,0.88,37.0,63.0,8.0,13.0,3.0,1.0,2.0,1.0,4.0,6.0,0,2,0.67,0.29,3.0,7.0,2.0,5.0,4.0,12.0,4.0,1.0,7.0,22.0,2.0,2.0,17.0,20.0,0.68,0.61,20.0,17.0,49.0,46.0,35.0,20.0,6.0,5.0,1,0,0,0,0.0,1.0,0.29,0.67,-0.71,-1.33,0,0,2025-10-04,11.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/cracovia-KvXSf2A6/szczegoly/statystyki/?mid=z7YGjPW1,z7YGjPW1,216,298,418,503,18,60,18,51,42.0,75.0,84.0,122.0,4.0,13.0,3.0,26.0,9,13,5,9,ARK,CRA
1.84,1.28,50.0,50.0,17.0,18.0,5.0,7.0,3.0,2.0,5.0,6.0,1,3,1.56,0.77,9.0,8.0,3.0,3.0,13.0,9.0,4.0,9.0,30.0,20.0,1.0,4.0,13.0,11.0,1.6,1.57,11.0,13.0,53.0,66.0,50.0,31.0,3.0,8.0,0,0,1,0,6.0,3.0,0.77,1.56,-0.23,-0.44,0,0,2025-10-04,11.0,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=OQZihx86,OQZihx86,244,324,251,335,15,44,28,53,89.0,121.0,58.0,99.0,8.0,22.0,3.0,18.0,11,16,8,14,RAD,ZAG
0.87,1.47,53.0,47.0,9.0,14.0,4.0,10.0,2.0,4.0,3.0,4.0,1,2,1.02,3.06,2.0,2.0,3.0,2.0,6.0,9.0,3.0,5.0,15.0,19.0,0.0,1.0,16.0,15.0,0.67,1.04,15.0,16.0,46.0,46.0,24.0,38.0,5.0,9.0,2,0,0,1,6.0,2.0,3.06,1.02,-0.94,-0.98,0,0,2025-10-04,11.0,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=0pQ2ESO8,0pQ2ESO8,291,378,262,334,36,72,29,62,75.0,126.0,65.0,98.0,5.0,11.0,1.0,17.0,7,13,6,10,BBT,WID
3.92,1.3,47.0,53.0,28.0,8.0,10.0,2.0,8.0,1.0,6.0,1.0,2,1,2.76,0.92,9.0,3.0,9.0,3.0,19.0,4.0,9.0,4.0,44.0,12.0,2.0,1.0,16.0,11.0,1.31,1.37,11.0,16.0,35.0,33.0,17.0,30.0,3.0,9.0,0,4,0,0,1.0,7.0,0.92,2.76,-0.08,0.76,0,0,2025-10-03,11.0,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=dvYajGxJ,dvYajGxJ,331,396,398,455,23,41,21,38,73.0,105.0,64.0,91.0,6.0,22.0,3.0,14.0,5,8,4,8,PIA,POG
0.89,0.53,56.0,44.0,12.0,9.0,5.0,1.0,1.0,1.0,3.0,4.0,1,3,1.86,0.15,4.0,5.0,3.0,3.0,6.0,5.0,6.0,4.0,15.0,14.0,2.0,0.0,11.0,7.0,0.64,0.3,7.0,11.0,40.0,41.0,28.0,35.0,10.0,5.0,0,1,0,0,0.0,4.0,0.15,1.86,-0.85,0.86,0,0,2025-10-03,11.0,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=KYxydK8s,KYxydK8s,383,451,269,342,18,43,22,56,48.0,86.0,67.0,96.0,4.0,17.0,1.0,23.0,4,7,11,13,LGD,WPL
0.85,1.86,54.0,46.0,12.0,20.0,4.0,5.0,0.0,3.0,5.0,3.0,1,3,2.15,1.75,4.0,11.0,4.0,4.0,8.0,14.0,4.0,6.0,26.0,25.0,2.0,0.0,14.0,10.0,0.57,1.55,10.0,14.0,50.0,45.0,26.0,28.0,5.0,3.0,2,0,0,0,4.0,2.0,1.75,2.15,-0.25,0.15,0,0,2025-09-29,10.0,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=YeRnmjQ9,YeRnmjQ9,325,397,275,340,7,19,23,44,107.0,145.0,91.0,119.0,4.0,25.0,6.0,16.0,13,18,9,14,MOT,RAD
1.22,0.62,40.0,60.0,10.0,11.0,7.0,3.0,1.0,1.0,2.0,2.0,0,3,2.63,0.03,2.0,2.0,1.0,6.0,8.0,7.0,2.0,4.0,14.0,20.0,0.0,2.0,16.0,15.0,0.49,0.95,15.0,16.0,55.0,48.0,33.0,15.0,6.0,12.0,0,1,0,0,2.0,3.0,0.03,2.63,0.03,-1.37,0,0,2025-09-29,10.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=69PfoUfM,69PfoUfM,238,313,410,489,28,56,15,39,31.0,60.0,101.0,147.0,6.0,11.0,1.0,13.0,6,14,10,14,ARK,ZAG
1.87,0.46,55.0,45.0,14.0,6.0,6.0,1.0,4.0,2.0,6.0,1.0,2,3,1.52,0.03,6.0,5.0,2.0,0.0,11.0,3.0,3.0,3.0,29.0,9.0,3.0,2.0,15.0,18.0,0.89,0.25,18.0,15.0,54.0,53.0,25.0,31.0,5.0,10.0,1,1,0,0,1.0,6.0,0.03,1.52,0.03,0.52,0,0,2025-09-28,10.0,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=vcYwkCec,vcYwkCec,334,434,261,359,30,69,27,67,110.0,165.0,29.0,61.0,6.0,20.0,1.0,7.0,3,5,4,11,LEG,POG
1.66,0.85,53.0,47.0,13.0,15.0,6.0,3.0,1.0,0.0,5.0,10.0,1,4,2.03,0.85,2.0,5.0,5.0,7.0,9.0,11.0,4.0,4.0,29.0,28.0,0.0,1.0,13.0,10.0,1.01,0.57,10.0,13.0,54.0,54.0,30.0,21.0,6.0,11.0,0,0,0,0,1.0,4.0,0.85,2.03,-1.15,0.03,0,0,2025-09-28,10.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=EFnM1ku3,EFnM1ku3,331,406,290,366,34,52,10,40,79.0,119.0,81.0,114.0,6.0,21.0,5.0,19.0,9,17,12,19,JAG,LPO
0.57,1.23,38.0,62.0,6.0,20.0,1.0,6.0,1.0,1.0,3.0,3.0,3,4,0.02,1.04,2.0,9.0,3.0,5.0,3.0,12.0,3.0,8.0,11.0,32.0,3.0,0.0,17.0,11.0,0.21,1.26,11.0,17.0,52.0,45.0,28.0,15.0,4.0,10.0,2,0,0,0,3.0,1.0,1.04,0.02,0.04,0.02,0,0,2025-09-28,10.0,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=vuu8ho2k,vuu8ho2k,281,353,493,553,16,48,25,47,43.0,72.0,143.0,177.0,0.0,5.0,8.0,23.0,9,17,4,11,RCZ,WID
0.92,1.95,64.0,36.0,13.0,11.0,3.0,2.0,2.0,3.0,6.0,7.0,1,3,0.93,0.24,4.0,5.0,6.0,4.0,7.0,11.0,6.0,0.0,21.0,20.0,1.0,0.0,10.0,4.0,0.72,1.14,4.0,10.0,28.0,38.0,14.0,29.0,9.0,10.0,0,2,0,0,1.0,2.0,0.24,0.93,-0.76,-0.07,0,0,2025-09-27,10.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/gornik-zabrze-2LH3Ywq4/szczegoly/statystyki/?mid=YJ9Zwnmd,YJ9Zwnmd,529,597,279,331,20,35,29,50,104.0,142.0,51.0,68.0,5.0,21.0,5.0,18.0,5,7,9,13,CRA,GOR
2.03,2.82,48.0,52.0,19.0,22.0,6.0,7.0,3.0,4.0,2.0,7.0,1,3,1.79,2.87,6.0,9.0,7.0,6.0,12.0,16.0,7.0,6.0,29.0,42.0,1.0,2.0,15.0,7.0,1.4,4.54,7.0,15.0,42.0,51.0,45.0,23.0,7.0,6.0,1,0,1,1,5.0,2.0,2.87,1.79,0.87,-1.21,0,1,2025-09-27,10.0,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=ns0TaT9F,ns0TaT9F,307,368,310,387,18,46,25,51,103.0,133.0,124.0,169.0,0.0,17.0,9.0,28.0,3,8,7,13,BBT,PIA
1.49,1.22,44.0,56.0,17.0,10.0,7.0,3.0,3.0,2.0,6.0,5.0,2,1,2.06,0.55,3.0,7.0,7.0,0.0,14.0,6.0,3.0,4.0,26.0,16.0,1.0,0.0,13.0,12.0,1.16,1.51,12.0,13.0,44.0,43.0,32.0,29.0,10.0,9.0,0,0,0,0,3.0,4.0,0.55,2.06,0.55,-0.94,1,0,2025-09-27,10.0,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=Qg6Ru8Iq,Qg6Ru8Iq,227,307,314,398,13,47,19,42,52.0,81.0,79.0,123.0,6.0,15.0,4.0,20.0,7,14,13,20,KOR,LGD
1.12,0.51,46.0,54.0,11.0,11.0,5.0,5.0,2.0,1.0,4.0,2.0,1,1,1.41,1.76,3.0,2.0,3.0,4.0,8.0,5.0,3.0,6.0,14.0,15.0,1.0,2.0,11.0,14.0,0.5,0.45,14.0,11.0,36.0,52.0,25.0,33.0,3.0,4.0,0,0,1,0,4.0,3.0,1.76,1.41,0.76,0.41,0,0,2025-09-26,10.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=CjthR83j,CjthR83j,306,385,426,474,15,47,22,44,80.0,114.0,88.0,112.0,4.0,27.0,0.0,16.0,6,9,8,11,GKS,WPL
1.93,0.14,51.0,49.0,20.0,3.0,8.0,1.0,5.0,0.0,2.0,2.0,1,3,1.28,0.01,6.0,2.0,6.0,0.0,12.0,2.0,8.0,1.0,24.0,7.0,0.0,7.0,15.0,20.0,1.44,0.17,20.0,15.0,59.0,55.0,17.0,24.0,11.0,9.0,0,1,0,0,1.0,8.0,0.01,1.28,0.01,1.28,0,0,2025-09-24,6.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=d2WPm8bU,d2WPm8bU,339,432,326,413,30,64,17,55,102.0,152.0,42.0,68.0,7.0,23.0,2.0,9.0,12,19,12,19,JAG,LEG
2.73,0.74,64.0,36.0,18.0,10.0,7.0,3.0,6.0,1.0,6.0,2.0,3,1,2.85,0.63,4.0,2.0,7.0,5.0,15.0,6.0,3.0,4.0,37.0,15.0,4.0,1.0,15.0,10.0,2.69,0.47,10.0,15.0,53.0,50.0,19.0,34.0,3.0,7.0,0,0,0,0,1.0,5.0,0.63,2.85,-1.37,0.85,1,0,2025-09-24,6.0,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=G4OWqacd,G4OWqacd,488,545,235,315,23,35,19,58,139.0,156.0,63.0,94.0,9.0,35.0,2.0,11.0,9,12,16,22,LPO,RCZ
2.43,1.43,50.0,50.0,17.0,11.0,7.0,5.0,3.0,2.0,6.0,4.0,4,1,2.76,2.83,6.0,2.0,4.0,4.0,12.0,4.0,5.0,7.0,24.0,17.0,2.0,0.0,11.0,16.0,0.82,1.26,16.0,11.0,34.0,50.0,21.0,30.0,13.0,11.0,1,1,1,1,3.0,4.0,2.83,2.76,0.83,-0.24,0,0,2025-09-21,9.0,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=vJRmzqVN,vJRmzqVN,315,378,310,385,18,42,22,53,79.0,107.0,50.0,89.0,3.0,25.0,4.0,17.0,8,10,13,18,GOR,WID
2.45,3.32,59.0,41.0,22.0,12.0,10.0,9.0,2.0,6.0,4.0,4.0,3,3,2.95,3.66,7.0,3.0,5.0,0.0,15.0,8.0,7.0,4.0,44.0,19.0,1.0,0.0,11.0,10.0,1.31,1.13,10.0,11.0,33.0,35.0,18.0,32.0,7.0,9.0,2,0,1,0,6.0,6.0,3.66,2.95,0.66,-0.05,0,0,2025-09-21,9.0,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=Sxm4xZBi,Sxm4xZBi,353,405,221,289,27,47,19,45,101.0,135.0,38.0,73.0,7.0,22.0,1.0,10.0,1,7,4,10,LGD,POG
1.95,1.05,45.0,55.0,12.0,16.0,5.0,6.0,3.0,2.0,6.0,5.0,3,4,2.33,1.92,2.0,4.0,5.0,6.0,8.0,6.0,4.0,10.0,23.0,19.0,2.0,3.0,15.0,14.0,1.15,0.94,14.0,15.0,63.0,49.0,24.0,37.0,7.0,5.0,0,0,0,0,4.0,3.0,1.92,2.33,-0.08,0.33,0,0,2025-09-21,9.0,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=I3wux50B,I3wux50B,218,283,321,369,20,47,13,29,62.0,97.0,95.0,122.0,7.0,26.0,1.0,12.0,15,26,6,10,MOT,ZAG
1.37,1.25,40.0,60.0,8.0,16.0,2.0,2.0,1.0,0.0,1.0,2.0,1,3,0.89,1.01,3.0,9.0,3.0,5.0,7.0,12.0,1.0,4.0,14.0,32.0,2.0,0.0,18.0,15.0,0.75,1.35,15.0,18.0,53.0,52.0,30.0,16.0,8.0,13.0,0,0,0,0,1.0,1.0,1.01,0.89,0.01,-0.11,0,0,2025-09-20,9.0,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=Kh1DYjBG,Kh1DYjBG,222,315,378,474,21,57,16,58,42.0,72.0,102.0,156.0,3.0,8.0,7.0,15.0,6,10,6,13,LEG,RCZ
0.83,1.74,54.0,46.0,13.0,18.0,2.0,9.0,0.0,2.0,3.0,10.0,1,1,0.12,2.28,9.0,5.0,2.0,4.0,6.0,12.0,7.0,6.0,19.0,26.0,0.0,2.0,7.0,7.0,1.21,0.8,7.0,7.0,49.0,38.0,26.0,24.0,9.0,5.0,0,1,1,0,7.0,2.0,2.28,0.12,0.28,0.12,0,0,2025-09-20,9.0,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=QeLXwRVb,QeLXwRVb,415,490,347,412,22,50,24,46,85.0,129.0,110.0,136.0,1.0,13.0,3.0,19.0,12,19,7,10,LPO,BBT
0.44,0.45,49.0,51.0,11.0,9.0,3.0,1.0,0.0,0.0,4.0,6.0,3,2,0.41,0.07,5.0,2.0,3.0,6.0,3.0,5.0,8.0,4.0,9.0,20.0,1.0,0.0,15.0,12.0,0.45,0.22,12.0,15.0,51.0,44.0,32.0,20.0,14.0,7.0,0,0,0,0,1.0,3.0,0.07,0.41,0.07,0.41,0,0,2025-09-20,9.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=UTROum1n,UTROum1n,271,336,276,345,11,38,19,47,40.0,70.0,54.0,87.0,4.0,12.0,2.0,17.0,6,13,8,12,ARK,KOR
1.49,0.61,40.0,60.0,17.0,11.0,5.0,2.0,2.0,1.0,3.0,2.0,0,1,0.7,0.28,6.0,6.0,6.0,3.0,9.0,7.0,8.0,4.0,21.0,23.0,1.0,1.0,13.0,21.0,1.38,0.83,21.0,13.0,40.0,48.0,33.0,20.0,6.0,6.0,0,0,0,0,3.0,4.0,0.28,0.7,0.28,-0.3,0,0,2025-09-20,9.0,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=A1IJUMho,A1IJUMho,263,321,417,477,26,48,28,47,83.0,113.0,100.0,132.0,1.0,10.0,6.0,23.0,6,12,8,11,PIA,RAD
1.24,1.77,41.0,59.0,17.0,13.0,4.0,9.0,2.0,2.0,5.0,5.0,0,2,0.49,1.52,6.0,4.0,7.0,0.0,9.0,10.0,8.0,3.0,28.0,29.0,3.0,3.0,8.0,13.0,1.15,0.93,13.0,8.0,37.0,40.0,23.0,23.0,3.0,9.0,0,0,0,0,8.0,4.0,1.52,0.49,0.52,0.49,0,0,2025-09-19,9.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=SI4LWUuT,SI4LWUuT,228,292,384,443,34,57,19,36,62.0,93.0,91.0,127.0,7.0,20.0,7.0,17.0,6,12,6,10,JAG,WPL
0.7,2.2,57.0,43.0,16.0,13.0,5.0,6.0,0.0,5.0,11.0,3.0,2,1,0.5,2.16,4.0,3.0,7.0,4.0,7.0,7.0,9.0,6.0,29.0,15.0,0.0,0.0,13.0,6.0,0.83,1.03,6.0,13.0,46.0,36.0,13.0,45.0,5.0,15.0,2,1,0,0,4.0,5.0,2.16,0.5,0.16,0.5,0,0,2025-09-19,9.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/gks-katowice-K4AgRmS1/szczegoly/statystyki/?mid=0joCzDt4,0joCzDt4,380,471,267,368,28,62,17,62,84.0,142.0,39.0,70.0,4.0,34.0,2.0,7.0,7,7,6,10,CRA,GKS
0.96,1.61,67.0,33.0,9.0,16.0,1.0,7.0,2.0,3.0,3.0,6.0,1,6,0.37,1.41,4.0,2.0,4.0,7.0,6.0,9.0,3.0,7.0,22.0,24.0,2.0,0.0,16.0,7.0,1.91,0.95,7.0,16.0,54.0,42.0,28.0,25.0,5.0,5.0,1,0,0,0,6.0,1.0,1.41,0.37,0.41,0.37,0,0,2025-09-15,8.0,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=dIOdxEff,dIOdxEff,530,614,213,295,18,35,22,56,102.0,140.0,70.0,111.0,8.0,24.0,4.0,16.0,17,18,17,19,GOR,RCZ
2.4,0.97,49.0,51.0,14.0,13.0,8.0,5.0,5.0,1.0,1.0,2.0,0,1,1.8,0.31,5.0,8.0,1.0,0.0,9.0,7.0,5.0,6.0,21.0,25.0,1.0,3.0,16.0,4.0,0.82,1.02,4.0,16.0,49.0,52.0,25.0,20.0,4.0,5.0,0,0,0,0,5.0,4.0,0.31,1.8,0.31,-0.2,0,0,2025-09-14,8.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=v1GDYVgJ,v1GDYVgJ,316,377,324,392,29,59,30,56,62.0,88.0,58.0,91.0,3.0,12.0,5.0,13.0,13,15,12,21,ARK,WID
2.55,1.06,55.0,45.0,13.0,13.0,6.0,5.0,2.0,2.0,5.0,5.0,1,2,2.36,0.73,3.0,1.0,4.0,7.0,9.0,8.0,4.0,5.0,26.0,15.0,0.0,0.0,15.0,17.0,0.84,0.56,17.0,15.0,48.0,46.0,21.0,25.0,13.0,8.0,0,0,0,1,4.0,2.0,0.73,2.36,-0.27,-1.64,0,0,2025-09-14,8.0,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=MaAEPzBl,MaAEPzBl,375,443,291,356,24,51,23,45,122.0,164.0,42.0,64.0,1.0,16.0,2.0,13.0,8,12,7,13,LEG,RAD
1.24,2.01,51.0,49.0,14.0,10.0,2.0,6.0,1.0,5.0,5.0,4.0,2,4,0.79,2.31,6.0,3.0,6.0,1.0,11.0,8.0,3.0,2.0,31.0,22.0,4.0,1.0,13.0,16.0,2.24,1.11,16.0,13.0,45.0,48.0,15.0,35.0,7.0,11.0,0,1,0,0,5.0,1.0,2.31,0.79,1.31,-0.21,0,0,2025-09-14,8.0,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=lC1VLhAD,lC1VLhAD,330,402,327,388,12,28,26,50,72.0,109.0,85.0,116.0,3.0,16.0,9.0,19.0,7,13,10,14,MOT,BBT
0.84,1.04,53.0,47.0,14.0,11.0,4.0,6.0,1.0,1.0,4.0,1.0,7,4,1.17,0.53,7.0,4.0,3.0,1.0,11.0,8.0,3.0,3.0,24.0,27.0,2.0,1.0,13.0,11.0,1.17,1.11,11.0,13.0,41.0,37.0,22.0,23.0,6.0,8.0,1,2,0,0,5.0,3.0,0.53,1.17,-0.47,0.17,0,1,2025-09-13,8.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=rZM4zhP6,rZM4zhP6,446,511,384,462,21,40,24,42,89.0,113.0,98.0,135.0,5.0,21.0,3.0,5.0,7,11,6,11,JAG,PIA
